ID,Name,Address,Type,PreferredGoods
DK6050081855,Frederik Andreasen,"Nørremarksvej 14, 5800 Nyborg",Individual,No preference
DK8790122996,Niels Signe Andersen,"Rosenvej 92, 3600 Frederikssund",Individual,No preference
DK5509995137,Karen Kathrine Jensen,"Lupinvej 76, 9000 Aalborg",Individual,No preference
DK8430369688,Rasmus Kathrine Iversen,"Industrivej 14, 1000 København K",Individual,No preference
DK5595734376,Søren Bak,"Lindevej 140, 4200 Slagelse",Individual,No preference
DK3283902273,Anne Ida Andreasen,"Nørremarksvej 38, 5700 Svendborg",Individual,No preference
DK2945461842,Anders Simonsen,"Dronningensgade 60, 1500 København V",Individual,No preference
DK1745698933,Rasmus Martin Frandsen,"Skolevej 44, 8800 Viborg",Individual,No preference
DK8909063683,Jesper William Winther,"Poppelvej 83, 3500 Værløse",Individual,No preference
DK5602730904,Henrik Bak,"Torvet 42, 2650 Hvidovre",Individual,No preference
DK4778864717,Julie Pernille Rasmussen,"Syrenvej 125, 4300 Holbæk",Individual,No preference
DK1281451607,Lasse Pia Svendsen,"Møllevej 94, 2820 Gentofte",Individual,No preference
DK4033209410,Lasse Anna Bruun,"Kongensgade 53, 2600 Glostrup",Individual,No preference
DK7485589887,Anna Camilla Dalsgaard,"Birkevej 31, 7100 Vejle",Individual,No preference
DK4646319385,Christian Lund,"Platanvej 86, 9800 Hjørring",Individual,No preference
DK1196675873,Karen Andersen,"Dronningensgade 103, 2750 Ballerup",Individual,No preference
DK4657464840,Ida Andresen,"Østergade 126, 8200 Aarhus N",Individual,No preference
DK6754438916,Christina Poulsen,"Åvej 54, 4000 Roskilde",Individual,No preference
DK3768898601,Kasper Trine Bak,"Lupinvej 76, 6400 Sønderborg",Individual,No preference
DK4469649363,Anne Ravn,"Poppelvej 29, 6700 Esbjerg",Individual,No preference
DK5162260671,Signe Mathias Lund,"Slotsgade 120, 9900 Frederikshavn",Individual,No preference
DK4644428470,Mathias Winther,"Parkvej 97, 2200 København N",Individual,No preference
DK7645781604,Gitte Trine Andresen,"Algade 8, 9000 Aalborg",Individual,No preference
DK9479654136,Lene Kjeldsen,"Jernbanegade 36, 6000 Kolding",Individual,No preference
DK4042625360,Kirsten Jonas Friis,"Tjørnevej 83, 3460 Birkerød",Individual,No preference
DK6563020249,Hanne Nielsen,"Ringvejen 3, 8800 Viborg",Individual,No preference
DK4860111577,Susanne Julie Henriksen,"Østergade 115, 2200 København N",Individual,No preference
DK2121448210,Peter Kristensen,"Ahornvej 111, 4800 Nykøbing F",Individual,No preference
DK7405744932,Jacob Andreasen,"Ringvejen 41, 4000 Roskilde",Individual,No preference
DK5244251497,Anne Peter Jacobsen,"Granvej 86, 8800 Viborg",Individual,No preference
DK5034722983,Gitte Louise Hansen,"Dalvej 99, 4700 Næstved",Individual,No preference
DK3137507466,Nicolai Hans Bruun,"Adelgade 40, 3520 Farum",Individual,No preference
DK1276466636,Malene Morten Bjerregaard,"Lindevej 19, 4400 Kalundborg",Individual,No preference
DK8508391753,Anne Johanne Vestergaard,"Elmevej 49, 9800 Hjørring",Individual,No preference
DK9771450806,Signe Magnus Danielsen,"Fyrrevej 90, 7800 Skive",Individual,No preference
DK4981317279,Frederik Vestergaard,"Birkevej 57, 4400 Kalundborg",Individual,No preference
DK8267295924,Marianne August Nissen,"Strandvejen 29, 9000 Aalborg",Individual,No preference
DK6351537015,Kasper Sofie Damgaard,"Lærkevej 52, 7800 Skive",Individual,No preference
DK2273950560,Simon Friis,"Mosevej 109, 3600 Frederikssund",Individual,No preference
DK3150287127,Jonas Gustav Andreasen,"Mosevej 109, 4200 Slagelse",Individual,No preference
DK9500433916,Nicolai Lene Jensen,"Platanvej 124, 4800 Nykøbing F",Individual,No preference
DK2869999754,Emil Charlotte Holm,"Platanvej 145, 3500 Værløse",Individual,No preference
DK8728916782,Mads Cecilie Jakobsen,"Fasanvej 37, 8900 Randers",Individual,No preference
DK5881789005,Peter Mathilde Christiansen,"Stationsvej 18, 2750 Ballerup",Individual,No preference
DK9002512712,Rasmus Mathias Olesen,"Solsikkevej 62, 7500 Holstebro",Individual,No preference
DK6666776123,Niels Jensen,"Vestergade 43, 5800 Nyborg",Individual,No preference
DK8257231123,Rasmus Emil Poulsen,"Platanvej 25, 2000 Frederiksberg",Individual,No preference
DK1299548254,Helle Louise Andersen,"Kirkevej 23, 4700 Næstved",Individual,No preference
DK2878709078,Anna Johannes Toft,"Nørregade 22, 1000 København K",Individual,No preference
DK4244112571,Maria Lars Mikkelsen,"Sct. Annagade 10, 2600 Glostrup",Individual,No preference
DK3532855799,Louise Bjerregaard,"Hovedgaden 113, 2630 Taastrup",Individual,No preference
DK8561199922,Tina Olsen,"Skolevej 146, 4700 Næstved",Individual,No preference
DK1014813393,Mikkel Rikke Nissen,"Algade 68, 1500 København V",Individual,No preference
DK8902275119,Lars Bech,"Lærkevej 106, 7800 Skive",Individual,No preference
DK9852706965,Marianne Jacobsen,"Vestergade 108, 1500 København V",Individual,No preference
DK4136959706,Camilla Pernille Andersen,"Kongensgade 130, 7800 Skive",Individual,No preference
DK2816534344,Lars Sara Hansen,"Tulipanvej 32, 4300 Holbæk",Individual,No preference
DK5835663949,Kasper Andreas Andreasen,"Strandvejen 74, 4100 Ringsted",Individual,No preference
DK4282333775,Gitte Trine Olesen,"Hasselvej 146, 8800 Viborg",Individual,No preference
DK7495614564,Susanne Kasper Poulsen,"Lupinvej 90, 6400 Sønderborg",Individual,No preference
DK7710870125,Hanne Oliver Møller,"Tjørnevej 26, 3660 Stenløse",Individual,No preference
DK7439517615,Line Svendsen,"Poppelvej 18, 4400 Kalundborg",Individual,No preference
DK2007733711,Tina Alexander Dahl,"Birkevej 147, 6400 Sønderborg",Individual,No preference
DK2818381356,Tina Susanne Christiansen,"Lavgade 3, 2750 Ballerup",Individual,No preference
DK7062514906,Jesper Pernille Iversen,"Hasselvej 62, 3000 Helsingør",Individual,No preference
DK9841554539,Mathias Magnus Møller,"Klostervej 35, 4700 Næstved",Individual,No preference
DK8952386765,Trine Christensen,"Lindevej 41, 7500 Holstebro",Individual,No preference
DK5286587881,Gitte Jesper Johansen,"Vestergade 74, 2800 Lyngby",Individual,No preference
DK7913447664,Søren Larsen,"Rosenvej 73, 8600 Silkeborg",Individual,No preference
DK1828779668,Signe Simonsen,"Egevej 59, 4600 Køge",Individual,No preference
DK8501043530,Lene Amalie Jensen,"Tulipanvej 28, 9800 Hjørring",Individual,No preference
DK6145328533,Hanne Jonas Vestergaard,"Lindevej 86, 1500 København V",Individual,No preference
DK1316008117,Anna Østergaard,"Lindevej 44, 9000 Aalborg",Individual,No preference
DK8057256589,Mads Hanne Andresen,"Strandvejen 54, 2750 Ballerup",Individual,No preference
DK9813697315,Bente Thomsen,"Elmevej 112, 3460 Birkerød",Individual,No preference
DK9079248270,Maria Christensen,"Bredgade 58, 4700 Næstved",Individual,No preference
DK9542146097,Karen Lene Lauritsen,"Nørremarksvej 2, 8700 Horsens",Individual,No preference
DK3312094332,Karen Lasse Krogh,"Lærkevej 111, 5700 Svendborg",Individual,No preference
DK1826700966,Peter Kristian Henriksen,"Storegade 10, 4400 Kalundborg",Individual,No preference
DK6582684973,Jens Thomsen,"Nørremarksvej 13, 4700 Næstved",Individual,No preference
DK8135456561,Morten Ida Laursen,"Mosevej 36, 7000 Fredericia",Individual,No preference
DK6341647646,Camilla Rasmus Kristensen,"Brogade 45, 3600 Frederikssund",Individual,No preference
DK9344227794,Louise Lone Olesen,"Dalvej 94, 4000 Roskilde",Individual,No preference
DK6264622618,Camilla Sara Lauritsen,"Nørregade 131, 3400 Hillerød",Individual,No preference
DK2290994227,Anders Erik Lundgaard,"Slotsgade 127, 2100 København Ø",Individual,No preference
DK6614861581,Simon Kathrine Bech,"Bredgade 114, 9000 Aalborg",Individual,No preference
DK3729700891,Jørgen Mathiasen,"Sct. Annagade 14, 9800 Hjørring",Individual,No preference
DK9590331226,Bente Ida Olesen,"Tjørnevej 125, 3520 Farum",Individual,No preference
DK9703093578,Jacob Lene Schmidt,"Mosevej 69, 8200 Aarhus N",Individual,No preference
DK5316320735,Christian Marianne Vestergaard,"Lærkevej 92, 5800 Nyborg",Individual,No preference
DK2687711425,Kirsten Johannes Dalsgaard,"Lavgade 100, 7400 Herning",Individual,No preference
DK9826302271,Trine Rasmus Villadsen,"Fasanvej 118, 8600 Silkeborg",Individual,No preference
DK1471543773,Susanne Peter Henriksen,"Sct. Annagade 121, 4300 Holbæk",Individual,No preference
DK5215140451,Bente Mathiesen,"Ringvejen 91, 3500 Værløse",Individual,No preference
DK8548658258,Jens Krogh,"Kirkevej 113, 1500 København V",Individual,No preference
DK1051635183,Anne Christine Iversen,"Vestergade 110, 9000 Aalborg",Individual,No preference
DK8795212264,Martin Niels Lundgaard,"Mosevej 134, 3400 Hillerød",Individual,No preference
DK2749963741,Helle August Christensen,"Rosenvej 105, 2670 Greve",Individual,No preference
DK9155179392,Mikkel Olsen,"Ahornvej 17, 7800 Skive",Individual,No preference
DK9874836844,Anna Kasper Bjerregaard,"Torvet 8, 5700 Svendborg",Individual,No preference
DK5682754224,Jacob Kjær,"Nørremarksvej 90, 4600 Køge",Individual,No preference
DK9167683678,Jacob Niels Jørgensen,"Nørregade 22, 4300 Holbæk",Individual,No preference
DK5969846920,Mathias Knudsen,"Granvej 76, 4600 Køge",Individual,No preference
DK2966694844,Susanne Trine Ravn,"Nørregade 135, 2670 Greve",Individual,No preference
DK4823346354,Anne Andreas Bjerregaard,"Lupinvej 129, 4200 Slagelse",Individual,No preference
DK8076234670,Gitte Bak,"Lærkevej 2, 4800 Nykøbing F",Individual,No preference
DK9873258555,Jens Theodor Thomsen,"Skolevej 69, 2620 Albertslund",Individual,No preference
DK5761565487,Rasmus Mathiasen,"Poppelvej 82, 4200 Slagelse",Individual,No preference
DK4029778660,Maria Henrik Bjerregaard,"Lavgade 81, 6700 Esbjerg",Individual,No preference
DK4281778398,Michael Frederik Bak,"Platanvej 36, 9900 Frederikshavn",Individual,No preference
DK8252006746,Jens Johanne Mortensen,"Højgade 70, 2800 Lyngby",Individual,No preference
DK3254133368,Louise Marianne Bak,"Søndermarken 1, 3500 Værløse",Individual,No preference
DK9102530903,Julie Berg,"Søndergade 129, 9000 Aalborg",Individual,No preference
DK1927575908,Tina Helene Kristensen,"Møllevej 55, 5000 Odense C",Individual,No preference
DK6467052616,Rikke Victoria Østergaard,"Mosevej 21, 4000 Roskilde",Individual,No preference
DK9428056968,Søren Valdemar Toft,"Granvej 100, 2820 Gentofte",Individual,No preference
DK6788039585,Rasmus Sara Kjær,"Birkevej 5, 5000 Odense C",Individual,No preference
DK8984358195,Mads Jesper Møller,"Lindevej 98, 3400 Hillerød",Individual,No preference
DK6465839535,Jacob Damgaard,"Ringvejen 70, 3400 Hillerød",Individual,No preference
DK8159204912,Ida Charlotte Henriksen,"Søndermarken 5, 9900 Frederikshavn",Individual,No preference
DK7092570235,Stine Madsen,"Vibevej 99, 9900 Frederikshavn",Individual,No preference
DK6263450887,Jesper Charlotte Kristiansen,"Slotsgade 91, 2650 Hvidovre",Individual,No preference
DK7378283909,Jacob Pedersen,"Bredgade 3, 8600 Silkeborg",Individual,No preference
DK8014915880,Maria Maria Mikkelsen,"Vestergade 128, 3500 Værløse",Individual,No preference
DK2800519072,Christian Emilie Holm,"Engvej 139, 2635 Ishøj",Individual,No preference
DK7731155785,Mathias Sofie Andresen,"Dalvej 71, 3500 Værløse",Individual,No preference
DK9887350228,Mette Larsen,"Tulipanvej 72, 1000 København K",Individual,No preference
DK8338325582,Lasse Alexandra Winther,"Kastanjevej 18, 2000 Frederiksberg",Individual,No preference
DK9539945315,Line Jensen,"Bellisvej 86, 2820 Gentofte",Individual,No preference
DK1354946684,Malene Malene Dahl,"Møllevej 58, 5000 Odense C",Individual,No preference
DK2782157530,Camilla Emil Svendsen,"Strandvejen 12, 8600 Silkeborg",Individual,No preference
DK7233251393,Lone Mathiesen,"Lillegade 142, 2820 Gentofte",Individual,No preference
DK4823580587,Thomas Otto Mogensen,"Fyrrevej 21, 8000 Aarhus C",Individual,No preference
DK7923014252,Rikke Nicolai Bjerregaard,"Søndergade 30, 2600 Glostrup",Individual,No preference
DK1614599226,Kasper Danielsen,"Tjørnevej 113, 7500 Holstebro",Individual,No preference
DK4820789990,Stine Maria Jensen,"Granvej 34, 2650 Hvidovre",Individual,No preference
DK3840364562,Niels Krogh,"Solsikkevej 143, 2200 København N",Individual,No preference
DK8638763775,Lasse Frederikke Andreasen,"Brogade 79, 7000 Fredericia",Individual,No preference
DK8750287671,Mads Lauridsen,"Jasminvej 67, 2200 København N",Individual,No preference
DK7716932057,Tina Holm,"Møllevej 132, 7100 Vejle",Individual,No preference
DK9430997415,Mads Christina Knudsen,"Hasselvej 130, 4600 Køge",Individual,No preference
DK5780242230,Henrik Kristine Nissen,"Mosevej 31, 2800 Lyngby",Individual,No preference
DK6816774811,Trine Svendsen,"Granvej 145, 6700 Esbjerg",Individual,No preference
DK2425006676,Sara Stine Friis,"Egevej 11, 5700 Svendborg",Individual,No preference
DK9542076073,Lars Elisabeth Mortensen,"Strandvejen 20, 3660 Stenløse",Individual,No preference
DK2397112924,Rasmus Pedersen,"Skovvej 45, 7000 Fredericia",Individual,No preference
DK9545468157,Pia Schmidt,"Rosenvej 20, 3400 Hillerød",Individual,No preference
DK4686349814,Trine Magnus Dalsgaard,"Storegade 68, 2650 Hvidovre",Individual,No preference
DK1696003505,Julie Jacob Svendsen,"Strandvejen 46, 4400 Kalundborg",Individual,No preference
DK8782433453,Ida Maria Møller,"Storegade 124, 7000 Fredericia",Individual,No preference
DK2063577070,Anne Danielsen,"Fasanvej 77, 8700 Horsens",Individual,No preference
DK8796286443,Gitte Magnus Mathiesen,"Industrivej 3, 3460 Birkerød",Individual,No preference
DK3024482067,Lone Damgaard,"Fyrrevej 93, 7500 Holstebro",Individual,No preference
DK4915529276,Julie Mathiasen,"Mosevej 60, 2670 Greve",Individual,No preference
DK9414458664,Karen Victor Jensen,"Østergade 46, 2630 Taastrup",Individual,No preference
DK7864120631,Michael Josephine Mogensen,"Fyrrevej 114, 8600 Silkeborg",Individual,No preference
DK6714723660,Lene Niels Mathiasen,"Mosevej 64, 2630 Taastrup",Individual,No preference
DK6551405716,Jesper Kathrine Jeppesen,"Kløvervej 90, 9800 Hjørring",Individual,No preference
DK5580125883,Kirsten Frederiksen,"Granvej 110, 2600 Glostrup",Individual,No preference
DK6741675770,Anna Bente Søndergaard,"Elmevej 36, 1000 København K",Individual,No preference
DK7524635023,Lone Mathilde Mogensen,"Nørremarksvej 131, 8000 Aarhus C",Individual,No preference
DK7810109748,Line Oscar Ravn,"Åvej 51, 5000 Odense C",Individual,No preference
DK8073367682,Jens Anne Søndergaard,"Industrivej 103, 3460 Birkerød",Individual,No preference
DK5243253355,Sara Victor Laursen,"Jasminvej 4, 2620 Albertslund",Individual,No preference
DK1363626724,Camilla Pia Vestergaard,"Lindevej 120, 2000 Frederiksberg",Individual,No preference
DK7076189796,Jesper Kristian Kristiansen,"Strandvejen 80, 8000 Aarhus C",Individual,No preference
DK7437168216,Morten William Krogh,"Åvej 64, 2200 København N",Individual,No preference
DK6259640788,Marianne Johansen,"Vestergade 65, 8200 Aarhus N",Individual,No preference
DK8914512885,Anne Thomas Jensen,"Lærkevej 132, 2200 København N",Individual,No preference
DK3559304524,Jens Helle Jørgensen,"Højgade 96, 2100 København Ø",Individual,No preference
DK3294688377,Pernille Morten Svendsen,"Hasselvej 72, 4000 Roskilde",Individual,No preference
DK5912547369,Michael Martin Brandt,"Vestergade 60, 8800 Viborg",Individual,No preference
DK5397989823,Trine Christian Laursen,"Kirkevej 36, 2800 Lyngby",Individual,No preference
DK7330734943,Thomas Nissen,"Kastanjevej 117, 4100 Ringsted",Individual,No preference
DK5448994487,Søren Christina Ravn,"Storegade 38, 5000 Odense C",Individual,No preference
DK7193435472,Morten Hanne Danielsen,"Rosenvej 98, 3000 Helsingør",Individual,No preference
DK8080776489,Pia Gustav Poulsen,"Torvet 66, 4700 Næstved",Individual,No preference
DK6241769011,Charlotte Thomas Danielsen,"Skolevej 25, 4400 Kalundborg",Individual,No preference
DK7191696152,Gitte August Berg,"Platanvej 127, 5000 Odense C",Individual,No preference
DK2954170921,Karen Mikkel Jespersen,"Fyrrevej 135, 8900 Randers",Individual,No preference
DK8702414544,Martin Danielsen,"Lavgade 19, 6700 Esbjerg",Individual,No preference
DK6535998610,Jacob Kasper Friis,"Østergade 143, 4100 Ringsted",Individual,No preference
DK3732376123,Peter Anna Jacobsen,"Dronningensgade 51, 4400 Kalundborg",Individual,No preference
DK1896820343,Kristian Simon Winther,"Kirkevej 67, 4800 Nykøbing F",Individual,No preference
DK3381646593,Christian Frederik Petersen,"Dalvej 111, 8900 Randers",Individual,No preference
DK6719731089,Hanne Julie Kjær,"Tulipanvej 96, 4100 Ringsted",Individual,No preference
DK6728594127,Karen Otto Holm,"Søndergade 11, 4000 Roskilde",Individual,No preference
DK3442183999,Emil Lone Jeppesen,"Højgade 103, 3400 Hillerød",Individual,No preference
DK4724866120,Louise Frederik Vestergaard,"Adelgade 144, 2630 Taastrup",Individual,No preference
DK2741009563,Jesper William Berg,"Nørregade 29, 3520 Farum",Individual,No preference
DK9577117872,Andreas Winther,"Kløvervej 28, 2100 København Ø",Individual,No preference
DK2180845948,Mette Jakobsen,"Østergade 30, 4000 Roskilde",Individual,No preference
DK6145549138,Mathias Malene Knudsen,"Parkvej 19, 2750 Ballerup",Individual,No preference
DK5522758283,Lasse Winther,"Bellisvej 81, 6700 Esbjerg",Individual,No preference
DK9168184950,Pernille Jacob Petersen,"Rosenvej 9, 4600 Køge",Individual,No preference
DK9548334840,Signe Anders Andersen,"Skovvej 78, 2635 Ishøj",Individual,No preference
DK9020432932,Søren Signe Andersen,"Lærkevej 146, 7400 Herning",Individual,No preference
DK7731862799,Louise Helle Møller,"Tulipanvej 138, 2200 København N",Individual,No preference
DK6893167206,Sara Peter Andresen,"Møllevej 1, 2200 København N",Individual,No preference
DK6363130326,Pernille Christian Toft,"Klostervej 74, 2200 København N",Individual,No preference
DK5899813434,Louise Helle Johansen,"Kastanjevej 7, 2630 Taastrup",Individual,No preference
DK6348324494,Lone Lene Danielsen,"Bakkevej 113, 5000 Odense C",Individual,No preference
DK2187243159,Erik Peter Bruun,"Kløvervej 67, 2630 Taastrup",Individual,No preference
DK2050340486,Maria Rasmussen,"Havnevej 132, 4100 Ringsted",Individual,No preference
DK4859728403,Rikke Villadsen,"Sct. Annagade 15, 2650 Hvidovre",Individual,No preference
DK9625656293,Malene Camilla Clausen,"Østergade 127, 2650 Hvidovre",Individual,No preference
DK3186391513,Susanne Nielsen,"Vibevej 40, 6400 Sønderborg",Individual,No preference
DK8613098877,Nicolai Benedikte Sørensen,"Vestergade 91, 2650 Hvidovre",Individual,No preference
DK3723586570,Mikkel Theodor Søndergaard,"Lavgade 41, 7400 Herning",Individual,No preference
DK5035765954,Kristian Jacobsen,"Lillegade 25, 2750 Ballerup",Individual,No preference
DK5070596225,Hans Mette Bjerregaard,"Elmevej 57, 3460 Birkerød",Individual,No preference
DK1509599320,Camilla Larsen,"Poppelvej 108, 6700 Esbjerg",Individual,No preference
DK4846569158,Niels Niels Lauritsen,"Rosenvej 44, 2670 Greve",Individual,No preference
DK1952396600,Anders Lone Mortensen,"Stationsvej 53, 2650 Hvidovre",Individual,No preference
DK1195683634,Malene Christian Andresen,"Mosevej 79, 1000 København K",Individual,No preference
DK1460163367,Lone Martin Berg,"Sct. Annagade 7, 2000 Frederiksberg",Individual,No preference
DK5168793922,Lene Magnus Christensen,"Kastanjevej 139, 8600 Silkeborg",Individual,No preference
DK1977734756,Maria Nielsen,"Platanvej 146, 2670 Greve",Individual,No preference
DK7663823156,Rasmus Oliver Frederiksen,"Granvej 6, 8800 Viborg",Individual,No preference
DK6497466569,Simon Lasse Svendsen,"Kirkevej 143, 3520 Farum",Individual,No preference
DK4974994992,Louise Jacob Lundgaard,"Fasanvej 64, 4000 Roskilde",Individual,No preference
DK1005502537,Niels Mathilde Madsen,"Platanvej 136, 7100 Vejle",Individual,No preference
DK2698333179,Trine Søndergaard,"Jernbanegade 45, 3500 Værløse",Individual,No preference
DK8766902671,Jens Kasper Damgaard,"Ringvejen 16, 8600 Silkeborg",Individual,No preference
DK5449848690,Maria Victor Bjerregaard,"Klostervej 145, 8700 Horsens",Individual,No preference
DK6371672040,Charlotte Trine Laursen,"Bellisvej 125, 6700 Esbjerg",Individual,No preference
DK6241094005,Nicolai Bjerregaard,"Søndermarken 11, 5700 Svendborg",Individual,No preference
DK8286047197,Charlotte Lasse Petersen,"Dalvej 3, 7100 Vejle",Individual,No preference
DK1363516573,Jonas Krogh,"Skolevej 95, 2100 København Ø",Individual,No preference
DK2085051459,Morten Anders Andresen,"Birkevej 61, 2670 Greve",Individual,No preference
DK4798636315,Bente Emil Frandsen,"Lindevej 62, 8900 Randers",Individual,No preference
DK2003570520,Kasper Magnus Jakobsen,"Ahornvej 51, 4600 Køge",Individual,No preference
DK6549256329,Hans Christina Larsen,"Jasminvej 80, 8600 Silkeborg",Individual,No preference
DK8004278884,Helle Mortensen,"Nørregade 79, 4800 Nykøbing F",Individual,No preference
DK6167646708,Sara Frandsen,"Højgade 50, 2100 København Ø",Individual,No preference
DK2451973261,Thomas Sara Nissen,"Poppelvej 71, 7400 Herning",Individual,No preference
DK5263841634,Mads Oscar Dahl,"Ringvejen 24, 4200 Slagelse",Individual,No preference
DK4695579393,Jonas Charlotte Dahl,"Skovvej 1, 6000 Kolding",Individual,No preference
DK2468913247,Thomas Hanne Jørgensen,"Fasanvej 30, 4000 Roskilde",Individual,No preference
DK2306681495,Christina August Lauritsen,"Granvej 17, 9000 Aalborg",Individual,No preference
DK3785381438,Jens Møller,"Bakkevej 112, 9800 Hjørring",Individual,No preference
DK1921507208,Peter Christine Bjerregaard,"Åvej 38, 9000 Aalborg",Individual,No preference
DK1141139004,Gitte Oscar Hansen,"Hasselvej 141, 2800 Lyngby",Individual,No preference
DK3067899309,Lasse Johannes Johansen,"Slotsgade 132, 9900 Frederikshavn",Individual,No preference
DK7790625760,Martin Kasper Berg,"Birkevej 58, 2750 Ballerup",Individual,No preference
DK6528412331,Niels Susanne Sørensen,"Torvet 50, 5700 Svendborg",Individual,No preference
DK8030400668,Trine Martin Lund,"Granvej 85, 2200 København N",Individual,No preference
DK2428529361,Niels Kristine Mathiesen,"Ahornvej 125, 5800 Nyborg",Individual,No preference
DK8172939011,Helle Magnus Thomsen,"Kirkevej 49, 2650 Hvidovre",Individual,No preference
DK7923073359,Bente Christian Jørgensen,"Storegade 86, 9800 Hjørring",Individual,No preference
DK3652412568,Jacob Hanne Simonsen,"Kirkevej 1, 2670 Greve",Individual,No preference
DK3132726250,Mads Valdemar Olsen,"Engvej 53, 2620 Albertslund",Individual,No preference
DK6233679020,Charlotte Lene Danielsen,"Havnevej 42, 2800 Lyngby",Individual,No preference
DK8068746644,Mathias Brandt,"Platanvej 55, 4700 Næstved",Individual,No preference
DK6962519567,Hans Carl Jakobsen,"Åvej 88, 3400 Hillerød",Individual,No preference
DK8738537544,Bente Laursen,"Skolevej 144, 2635 Ishøj",Individual,No preference
DK2921952148,Hans Kirsten Brandt,"Egevej 134, 8600 Silkeborg",Individual,No preference
DK5459313793,Maria Lund,"Industrivej 75, 2750 Ballerup",Individual,No preference
DK1634554320,Rikke Damgaard,"Kløvervej 106, 2635 Ishøj",Individual,No preference
DK6700029200,Mette Simonsen,"Søndermarken 140, 3660 Stenløse",Individual,No preference
DK5909505663,Jesper Johanne Bech,"Engvej 64, 8800 Viborg",Individual,No preference
DK2648970144,Sara Alexander Dalsgaard,"Møllevej 112, 2650 Hvidovre",Individual,No preference
DK8765447816,Susanne Johansen,"Tulipanvej 66, 2200 København N",Individual,No preference
DK2661614934,Malene Kjeldsen,"Torvet 32, 2820 Gentofte",Individual,No preference
DK2704618467,Jesper Olesen,"Kongensgade 43, 4200 Slagelse",Individual,No preference
DK2957925565,Sara Pedersen,"Lillegade 22, 2670 Greve",Individual,No preference
DK4407284549,Lone Dahl,"Parkvej 58, 2620 Albertslund",Individual,No preference
DK4035117757,Hanne Caroline Jacobsen,"Møllevej 49, 5000 Odense C",Individual,No preference
DK6376474657,Anders Pia Andersen,"Platanvej 133, 8700 Horsens",Individual,No preference
DK5362709739,Karen Bjerregaard,"Platanvej 83, 3660 Stenløse",Individual,No preference
DK7458542977,Ida William Toft,"Bakkevej 135, 2750 Ballerup",Individual,No preference
DK7472774158,Maria Signe Bak,"Tjørnevej 142, 8000 Aarhus C",Individual,No preference
DK5200090187,Ida Rasmus Lauridsen,"Klostervej 91, 2800 Lyngby",Individual,No preference
DK4421221951,Jørgen Christiansen,"Kongensgade 80, 8000 Aarhus C",Individual,No preference
DK9164535822,Trine Mathilde Mogensen,"Elmevej 105, 3460 Birkerød",Individual,No preference
DK6138609817,Mette Lund,"Syrenvej 96, 2820 Gentofte",Individual,No preference
DK6821113146,Lasse Kathrine Jeppesen,"Elmevej 96, 2000 Frederiksberg",Individual,No preference
DK6482589747,Maria Kristian Ravn,"Poppelvej 117, 2650 Hvidovre",Individual,No preference
DK6965403603,Malene Bak,"Ringvejen 62, 2600 Glostrup",Individual,No preference
DK5318934866,Emil Susanne Ravn,"Birkevej 118, 2670 Greve",Individual,No preference
DK5534675267,Charlotte Berg,"Parkvej 125, 5700 Svendborg",Individual,No preference
DK4087380028,Sara Alexandra Mathiesen,"Brogade 14, 2600 Glostrup",Individual,No preference
DK9500625563,Niels Alexandra Svendsen,"Rosenvej 16, 2650 Hvidovre",Individual,No preference
DK8995403130,Kasper Gitte Villadsen,"Engvej 126, 6700 Esbjerg",Individual,No preference
DK6576395496,Simon Villum Toft,"Vibevej 19, 8600 Silkeborg",Individual,No preference
DK1304119666,Lars Møller,"Poppelvej 70, 3500 Værløse",Individual,No preference
DK3272557267,Thomas Bjerregaard,"Sct. Annagade 140, 9900 Frederikshavn",Individual,No preference
DK8847888035,Anna Andreas Bak,"Granvej 132, 2820 Gentofte",Individual,No preference
DK1516917996,Mathias Aksel Villadsen,"Lærkevej 47, 8200 Aarhus N",Individual,No preference
DK7845071320,Camilla Rasmus Lundgaard,"Industrivej 29, 2600 Glostrup",Individual,No preference
DK1525913802,Mette Petersen,"Jernbanegade 27, 5800 Nyborg",Individual,No preference
DK7748623063,Lene Louise Bech,"Rosenvej 94, 2635 Ishøj",Individual,No preference
DK1112748733,Thomas Louise Olesen,"Parkvej 130, 2600 Glostrup",Individual,No preference
DK2495549753,Hans Victoria Frederiksen,"Lupinvej 34, 4300 Holbæk",Individual,No preference
DK3654191036,Malene Søren Jørgensen,"Egevej 5, 9000 Aalborg",Individual,No preference
DK1366159068,Jonas August Kristensen,"Adelgade 40, 3400 Hillerød",Individual,No preference
DK9750886272,Andreas Alexander Olesen,"Strandvejen 125, 2650 Hvidovre",Individual,No preference
DK2162867371,Kirsten Caroline Lund,"Solsikkevej 48, 8900 Randers",Individual,No preference
DK4792135573,Tina Mikkel Winther,"Algade 145, 2600 Glostrup",Individual,No preference
DK5878596419,Sara Mathiasen,"Solsikkevej 104, 2000 Frederiksberg",Individual,No preference
DK9478947301,Bente Andersen,"Søndergade 96, 6000 Kolding",Individual,No preference
DK2645679924,Frederik Bente Jensen,"Kastanjevej 88, 2670 Greve",Individual,No preference
DK6917928636,Christian August Krogh,"Lupinvej 133, 4600 Køge",Individual,No preference
DK4128039534,Trine Mads Nielsen,"Algade 78, 6100 Haderslev",Individual,No preference
DK8645367105,Mette Ida Bak,"Klostervej 47, 2200 København N",Individual,No preference
